2020-07-16 12:29:09.634 [Test worker] INFO  C.G.P.ForgotPasswordRepositoryTest: Starting ForgotPasswordRepositoryTest on Prabhjots-MacBook-Pro.local with PID 40703 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:32:26.850 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting the survey questions for a course
2020-07-16 12:32:26.850 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching the list of students who took the survey
2020-07-16 12:32:26.850 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting the users who took the questions for a course survey
2020-07-16 12:32:26.850 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching the group formation logic to form groups
2020-07-16 12:32:26.850 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching all the student responses for the survey
2020-07-16 12:32:26.850 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting the responses of all users who took the course survey
2020-07-16 12:32:26.855 [Test worker] INFO  C.G.G.GroupFormationManager: Deleting the groups for the course from the repository
2020-07-16 12:32:26.856 [Test worker] INFO  C.G.G.GroupFormationManager: Fetching the groups for the course from the repository
2020-07-16 12:32:26.873 [Test worker] INFO  C.G.G.GroupFormationControllerTest: Starting GroupFormationControllerTest on Prabhjots-MacBook-Pro.local with PID 40746 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:32:26.873 [Test worker] INFO  C.G.G.GroupFormationControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:32:27.186 [Test worker] INFO  C.G.G.GroupFormationControllerTest: Started GroupFormationControllerTest in 0.322 seconds (JVM running for 8.784)
2020-07-16 12:32:27.201 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:32:27.201 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 12:32:27.201 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:32:27.202 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:32:27.202 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 12:32:27.202 [Test worker] INFO  C.G.G.GroupFormationController: Getting the list of groups formed on the instructor's algorithm
2020-07-16 12:32:27.219 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:32:27.219 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 12:32:27.219 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:32:27.223 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:32:27.223 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 12:32:27.223 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:32:27.223 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:32:27.227 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:32:27.227 [Test worker] INFO  C.G.G.GroupFormationController: Checking if the survey can be used to form groups
2020-07-16 12:32:27.227 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:32:27.227 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:32:27.227 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 12:32:27.245 [Test worker] INFO  C.G.Survey.SurveyControllerTest: Starting SurveyControllerTest on Prabhjots-MacBook-Pro.local with PID 40746 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:32:27.246 [Test worker] INFO  C.G.Survey.SurveyControllerTest: No active profile set, falling back to default profiles: default
2020-07-16 12:32:27.583 [Test worker] INFO  C.G.Survey.SurveyControllerTest: Started SurveyControllerTest in 0.349 seconds (JVM running for 9.181)
2020-07-16 12:32:27.588 [Test worker] INFO  C.G.C.InstructorCourseController: Getting survey id for the course
2020-07-16 12:32:27.588 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:32:27.589 [Test worker] INFO  C.G.C.InstructorCourseController: Survey id for the courseSDCis 0
2020-07-16 12:32:27.589 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Publishing the survey
2020-07-16 12:32:27.589 [Test worker] INFO  C.G.C.InstructorCourseController: Check condition for survey published or not result value true
2020-07-16 12:32:27.605 [Test worker] INFO  C.G.C.InstructorCourseController: Getting survey id for the course
2020-07-16 12:32:27.606 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:32:27.606 [Test worker] INFO  C.G.C.InstructorCourseController: Survey id for the courseSDCis 0
2020-07-16 12:32:27.606 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Publishing the survey
2020-07-16 12:32:27.606 [Test worker] INFO  C.G.C.InstructorCourseController: Check condition for survey published or not result value false
2020-07-16 12:32:27.609 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:32:27.610 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:32:27.611 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:32:27.611 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 12:32:27.611 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:32:27.611 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:32:27.612 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:32:27.612 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is created for the course from the database
2020-07-16 12:32:27.612 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:32:27.612 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 12:32:27.613 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey is published for the course from the database
2020-07-16 12:32:27.614 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Getting survey id based on course id
2020-07-16 12:32:27.616 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Checking if the survey has an algorithm for group formation for the course from the database
2020-07-16 12:32:27.616 [Test worker] INFO  C.GroupFormationTool.Survey.Survey: Publishing the survey
2020-07-16 12:33:19.170 [Test worker] INFO  C.G.Survey.SurveyFormulaTest: Starting SurveyFormulaTest on Prabhjots-MacBook-Pro.local with PID 40767 (started by prabhjotkaur in /Users/prabhjotkaur/git/group22)
2020-07-16 12:33:19.171 [Test worker] INFO  C.G.Survey.SurveyFormulaTest: No active profile set, falling back to default profiles: default
2020-07-16 12:33:20.541 [Test worker] INFO  C.G.Survey.SurveyFormulaTest: Started SurveyFormulaTest in 1.624 seconds (JVM running for 2.69)
2020-07-16 12:33:21.096 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to fetch all the password security policies from database
2020-07-16 12:33:21.097 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to fetch all the password security policies from database
2020-07-16 12:33:21.112 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:33:21.112 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:33:21.113 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:33:21.113 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:33:21.114 [Test worker] ERROR C.G.Password.Policy: Minimum password length security policy is violated
2020-07-16 12:33:21.114 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:33:21.114 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:33:21.114 [Test worker] ERROR C.G.Password.Policy: Maximum password length security policy is violated
2020-07-16 12:33:21.115 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:33:21.115 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:33:21.115 [Test worker] ERROR C.G.Password.Policy: Minimum upper case charachters required password security policy is violated
2020-07-16 12:33:21.116 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:33:21.116 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:33:21.116 [Test worker] ERROR C.G.Password.Policy: Minimum lower case charachters required password security policy is violated
2020-07-16 12:33:21.117 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:33:21.117 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:33:21.117 [Test worker] ERROR C.G.Password.Policy: Minimum special symbols required password security policy is violated
2020-07-16 12:33:21.117 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:33:21.118 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:33:21.118 [Test worker] ERROR C.G.Password.Policy: Charachters not allowed in password security policy is violated
2020-07-16 12:33:21.130 [Test worker] WARN  C.G.Password.PasswordHistoryManager: Could not fetch history setting value
2020-07-16 12:33:21.168 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:33:21.169 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:33:21.169 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:33:21.170 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:33:21.170 [Test worker] ERROR C.G.Password.Policy: Minimum password length security policy is violated
2020-07-16 12:33:21.170 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:33:21.171 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
2020-07-16 12:33:21.172 [Test worker] INFO  C.G.Password.Policy: Calling the Policy Repository to check if the password follows enabled security policies
2020-07-16 12:33:21.172 [Test worker] INFO  C.G.Password.Policy: Checking if the password follows enabled security policies
